date,close,confidence,deployed_usd,gate_rsi,gate_cons,gate_vol,gate_flows,risk_below_ma200_badflows,risk_no_consolidation,risk_atr_extreme,risk_liq_active,ma200,rsi,atr_pct,roll_range_pct,etf_flow,etf_flow_z,liquidations,liq_z
2016-02-03,418.25,20,0.0,False,False,True,False,False,True,False,False,,-1962.683043337815,0.040428097547609725,0.06692169754931264,,,,
2016-02-04,410.24,0,0.0,False,False,False,False,False,True,False,False,,-379.90206918529054,0.04099650263795774,0.06822835413416539,,,,
2016-02-05,417.81,0,0.0,False,False,False,False,False,True,False,False,,-2577.498294469949,0.041953326041663706,0.06699217347598192,,,,
2016-02-06,408.45,0,0.0,False,False,False,False,False,True,False,False,,-363.14996619802145,0.04442242432105305,0.06852735952993025,,,,
2016-02-07,410.97,0,0.0,False,False,False,False,False,True,False,False,,-516.7852216346,0.043071689240636875,0.04039224274277933,,,,
2016-02-08,395.68,0,0.0,False,False,False,False,False,True,False,False,,-163.15194278276425,0.04566013619481814,0.05704104326728668,,,,
2016-02-09,385.96,0,0.0,False,False,False,False,False,True,False,False,,-111.1029691292907,0.049514463927489406,0.08366151932842787,,,,
2016-02-10,388.26,0,0.0,False,False,False,False,False,True,False,False,,-129.78330341119886,0.04737212774703614,0.08316591974450116,,,,
2016-02-11,394.77,0,0.0,False,False,False,False,False,True,False,False,,-214.65497091720215,0.045854028954985596,0.08179446259847512,,,,
2016-02-12,396.91,0,0.0,False,False,False,False,False,True,False,False,,-261.98694807498185,0.0443485452148698,0.08135345544329954,,,,
2016-02-13,396.78,0,0.0,False,False,False,False,False,True,False,False,,-259.4338881071902,0.04379198153277485,0.08138010988457085,,,,
2016-02-14,395.19,0,0.0,False,False,False,False,False,True,False,False,,-229.92179834230546,0.04220125068655354,0.0817075330853514,,,,
2016-02-15,384.29,0,0.0,False,False,False,False,False,True,False,False,,-124.96957954975971,0.045309468549541855,0.088370761664368,,,,
2016-02-16,379.53,0,0.0,False,False,False,False,False,True,False,False,,-102.88334454740516,0.04673368258028628,0.10202092061233639,,,,
2016-02-17,376.79,0,0.0,False,False,False,False,False,True,False,False,,-92.72458729819155,0.04634238267357123,0.10886700814777457,,,,
2016-02-18,385.51,0,0.0,False,False,False,False,False,True,False,False,,-191.3061738279756,0.046907714600413146,0.10640450312572951,,,,
2016-02-19,388.93,0,0.0,False,False,False,False,False,True,False,False,,-271.5873918872391,0.04644502861750159,0.08788213817396448,,,,
2016-02-20,376.0,0,0.0,False,False,False,False,False,True,False,False,,-127.98207594994767,0.04896091275506527,0.09300531914893624,,,,
2016-02-21,379.18,0,0.0,False,False,False,False,False,True,False,False,,-165.10996356319885,0.04849015197206736,0.055145313571390964,,,,
2016-02-22,377.02,0,0.0,False,False,False,False,False,True,False,False,,-147.53458490715437,0.04829687809702982,0.055461248740119956,,,,
2016-02-23,372.67,0,0.0,False,False,False,False,False,True,False,False,,-119.86285986639615,0.04890492100284979,0.06504414092897204,,,,
2016-02-24,377.98,0,0.0,False,False,False,False,False,True,False,False,,-191.81417274412922,0.04884237258050623,0.06413037726863857,,,,
2016-02-25,386.53,0,0.0,False,False,False,False,False,True,False,False,,-574.6685011066927,0.04784118028978285,0.06271182055726596,,,,
2016-02-26,394.5,20,0.0,True,False,False,False,False,True,False,False,,2227.9193622658345,0.04737763324756961,0.06111533586818747,,,,
2016-02-27,388.67,0,0.0,False,False,False,False,False,True,False,False,,-980.4343632689456,0.04886374267376304,0.0579411840378727,,,,
2016-02-28,387.04,0,0.0,False,False,False,False,False,True,False,False,,-683.8980544761581,0.04724951301547814,0.0564024390243902,,,,
2016-02-29,390.38,0,0.0,False,False,False,False,False,True,False,False,,-2257.0611334097694,0.04609004957214557,0.05591987294431063,,,,
2016-03-01,398.78,20,0.0,True,False,False,False,False,True,False,False,,631.4199683107629,0.044645854888779424,0.06547469782837645,,,,
2016-03-02,395.75,20,0.0,True,False,False,False,False,True,False,False,,1205.1001577703378,0.04353043266187473,0.06597599494630438,,,,
2016-03-03,395.07,20,0.0,True,False,False,False,False,True,False,False,,1544.178458540702,0.0418665758034164,0.06608955374996825,,,,
2016-03-04,387.12,0,0.0,False,False,False,False,False,True,False,False,,-607.327212606733,0.04301969218376811,0.06744678652614165,,,,
2016-03-05,378.64,20,0.0,False,False,True,False,False,True,False,False,,-233.54157260758268,0.045023765902090195,0.06895732093809412,,,,
2016-03-06,385.55,0,0.0,False,False,False,False,False,True,False,False,,-625.2334725302405,0.04307601077777138,0.06772143690831268,,,,
2016-03-07,396.77,20,0.0,True,False,False,False,False,True,False,False,,788.4057065440293,0.04379173026110969,0.06580638657156529,,,,
2016-03-08,397.0,20,0.0,True,False,False,False,False,True,False,False,,760.0050955212346,0.04277405228573343,0.05239294710327445,,,,
2016-03-09,405.76,40,1000.0,True,False,True,False,False,True,False,False,,345.15722244941264,0.042093300023706884,0.06683753943217667,,,,
2016-03-10,409.51,40,990.0,True,False,True,False,False,True,False,False,,290.07824806871486,0.04138868166991404,0.07538277453542039,,,,
2016-03-11,405.04,0,0.0,False,False,False,False,False,True,False,False,,407.64488248625116,0.04112610172512141,0.07621469484495359,,,,
2016-03-12,408.78,20,0.0,False,False,True,False,False,True,False,False,,325.3496644566127,0.0402522333276826,0.07551739321884635,,,,
2016-03-13,422.17,0,0.0,False,False,False,False,False,True,False,False,,210.9342919449175,0.04031991229260575,0.10311012151502956,,,,
2016-03-14,422.71,0,0.0,False,False,False,False,False,True,False,False,,208.54087345662174,0.04069729430230821,0.10425587282060986,,,,
2016-03-15,436.79,0,0.0,False,False,False,False,False,True,False,False,,167.59201510354737,0.04032192530717166,0.13313033723299533,,,,
2016-03-16,414.77,0,0.0,False,False,False,False,False,True,False,False,,459.6610840479729,0.043977691390745595,0.14019818212503324,,,,
2016-03-17,422.42,0,0.0,False,False,False,False,False,True,False,False,,317.70985922066154,0.042511540943646835,0.1376592017423418,,,,
2016-03-18,424.0,0,0.0,False,False,False,False,False,True,False,False,,300.1403107607979,0.04062001796334214,0.1371462264150944,,,,
2016-03-19,422.31,0,0.0,False,False,False,False,False,True,False,False,,330.90090798336564,0.03962348901009446,0.12133267031327699,,,,
2016-03-20,423.93,0,0.0,False,False,False,False,False,True,False,False,,308.8090268453076,0.038507729269672025,0.09440237775104389,,,,
2016-03-21,407.93,0,0.0,False,False,False,False,False,True,False,False,,-17500.27749890547,0.0436751336365127,0.09754124482141549,,,,
2016-03-22,406.95,0,0.0,False,False,False,False,False,True,False,False,,-3642.8426449833505,0.0417238278546775,0.07801941270426342,,,,
2016-03-23,410.67,20,0.0,True,False,False,False,False,True,False,False,,1773.170795614186,0.03939270889921923,0.07731268415029098,,,,
2016-03-24,423.63,20,0.0,True,False,False,False,False,True,False,False,,360.25109791520237,0.04018942556465223,0.07494747775181172,,,,
2016-03-25,420.09,20,0.0,True,False,False,False,False,True,False,False,,479.3153854548009,0.039998368134616914,0.07103239781951494,,,,
2016-03-26,414.14,20,0.0,True,False,False,False,False,True,False,False,,1193.0355892214054,0.038956441249288695,0.07205292896122092,,,,
2016-03-27,410.81,0,0.0,False,False,False,False,False,True,False,False,,11635.645180702124,0.039304660744582214,0.07263698546773455,,,,
2016-03-28,419.15,0,0.0,False,False,False,False,False,True,False,False,,568.7731671236452,0.03929512446043245,0.07119169748300139,,,,
2016-03-29,422.75,0,0.0,False,False,False,False,False,True,False,False,,424.19322045124426,0.038149390627468686,0.040331164991129535,,,,
2016-03-30,419.11,0,0.0,False,False,False,False,False,True,False,False,,638.6886781195759,0.039050353903153805,0.04068144401231183,,,,
2016-03-31,424.25,0,0.0,False,False,False,False,False,True,False,False,,404.52371499782566,0.037466641925508935,0.04077784325279908,,,,
2016-04-01,425.93,20,0.0,False,False,True,False,False,True,False,False,,364.1123417694446,0.037252582899212676,0.04456131289178977,,,,
2016-04-02,435.03,0,0.0,False,False,False,False,False,True,False,False,,248.87083806029557,0.037678994920777475,0.06454727260188949,,,,
2016-04-03,429.79,0,0.0,False,False,False,False,False,True,False,False,,341.18977824308257,0.037966949155404085,0.06533423299751037,,,,
2016-04-04,427.83,0,0.0,False,False,False,False,False,True,False,False,,401.128874842267,0.038041077064574144,0.06563354603463989,,,,
2016-04-05,425.33,0,0.0,False,False,False,False,False,True,False,False,,528.7153817774006,0.039219376216614636,0.05727317612206982,,,,
2016-04-06,413.74,0,0.0,False,False,False,False,False,True,False,False,,-899.1845718511261,0.04035407065872375,0.05853917919466324,,,,
2016-04-07,417.01,0,0.0,False,False,False,False,False,True,False,False,,-5469.198967383471,0.03978822219515544,0.0580801419630224,,,,
2016-04-08,420.02,20,0.0,True,False,False,False,False,True,False,False,,1675.9201036222591,0.039647282950611706,0.05766392076567776,,,,
2016-04-09,420.91,20,0.0,True,False,False,False,False,True,False,False,,1218.8395528331773,0.04021464941672415,0.057541992349908457,,,,
2016-04-10,419.77,20,0.0,True,False,False,False,False,True,False,False,,2031.705188927249,0.040514997178372134,0.05071825047049566,,,,
2016-04-11,408.73,0,0.0,False,False,False,False,False,True,False,False,,-341.15433836418623,0.042990438108347545,0.06434565605656535,,,,
2016-04-12,406.11,0,0.0,False,False,False,False,False,True,False,False,,-262.73180191203016,0.04394820245470502,0.07121223313880465,,,,
2016-04-13,404.14,0,0.0,False,False,False,False,False,True,False,False,,-221.50151911754995,0.04333566488371132,0.07643390904142126,,,,
2016-04-14,398.46,0,0.0,False,False,False,False,False,True,False,False,,-148.93152378821694,0.043248252715694754,0.09177834663454298,,,,
2016-04-15,397.97,0,0.0,False,False,False,False,False,True,False,False,,-144.532283558624,0.043913052330262596,0.09312259718069187,,,,
2016-04-16,401.99,0,0.0,False,False,False,False,False,True,False,False,,-230.88682348341933,0.043856635855612947,0.07915619791537101,,,,
2016-04-17,417.95,40,980.1,True,False,True,False,False,True,False,False,,748.9589892454782,0.04405330056889445,0.07144395262591209,,,,
2016-04-18,420.25,20,0.0,True,False,False,False,False,True,False,False,,544.6214010221535,0.042887227100535844,0.06510410469958348,,,,
2016-04-19,423.25,20,0.0,True,False,False,False,False,True,False,False,,408.2741858507909,0.04215739489612732,0.05972829297105723,,,,
2016-04-20,423.47,20,0.0,True,False,False,False,False,True,False,False,,400.9848713969717,0.03999617548674667,0.060216780409474105,,,,
2016-04-21,408.07,0,0.0,False,False,False,False,False,True,False,False,,-512.433443360006,0.044185931971378156,0.06248927880020585,,,,
2016-04-22,408.67,0,0.0,False,False,False,False,False,True,False,False,,-577.154353439323,0.042282175344809075,0.06239753346220667,,,,
2016-04-23,409.98,0,0.0,False,False,False,False,False,True,False,False,,-801.0456697702929,0.04317509142887121,0.062198156007610125,,,,
2016-04-24,430.99,20,0.0,True,False,False,False,False,True,False,False,,291.2765623857981,0.044181007148344845,0.07661430659644071,,,,
2016-04-25,430.2,20,0.0,True,False,False,False,False,True,False,False,,306.3133700530643,0.04358777304928719,0.07675499767549973,,,,
2016-04-26,433.65,20,0.0,True,False,False,False,False,True,False,False,,266.00853049413496,0.04243036345233048,0.08227833506283859,,,,
2016-04-27,434.22,20,0.0,True,False,False,False,False,True,False,False,,260.43203494748406,0.04223156340175495,0.08348302703698586,,,,
2016-04-28,424.94,0,0.0,False,False,False,False,False,True,False,False,,633.5991068119092,0.04270035819914584,0.08530616086976985,,,,
2016-04-29,435.5,20,0.0,False,False,True,False,False,True,False,False,,293.61786308403924,0.04183470112692889,0.07694603903559126,,,,
2016-04-30,442.92,0,0.0,False,False,False,False,False,True,False,False,,230.6348350819266,0.040635709839588564,0.07868238056533916,,,,
2016-05-01,450.81,0,0.0,False,False,False,False,False,True,False,False,,195.1796356355236,0.03934486049364436,0.09480712495286264,,,,
2016-05-02,443.52,0,0.0,False,False,False,False,False,True,False,False,,267.39040198479023,0.03955397973175917,0.09636544011544014,,,,
2016-05-03,456.85,0,0.0,False,False,False,False,False,True,False,False,,196.83905608028886,0.03882311389768254,0.1067746525117654,,,,
2016-05-04,444.95,0,0.0,False,False,False,False,False,True,False,False,,330.9367159564426,0.040446344628454485,0.10963029553882465,,,,
2016-05-05,451.06,0,0.0,False,False,False,False,False,True,False,False,,267.74729419814525,0.03976123125076814,0.10681505786369885,,,,
2016-05-06,471.73,0,0.0,False,False,False,False,False,True,False,False,,184.0054222835282,0.04065901992720249,0.13090115108218683,,,,
2016-05-07,463.32,0,0.0,False,False,False,False,False,True,False,False,,235.5237945902336,0.04358157785322241,0.10098851765518436,,,,
2016-05-08,459.0,0,0.0,False,False,False,False,False,True,False,False,,278.6878194706002,0.044098788742983994,0.10193899782135081,,,,
2016-05-09,460.84,0,0.0,False,False,False,False,False,True,False,False,,264.8315521825844,0.04195870156815899,0.10153198507074043,,,,
2016-05-10,457.12,0,0.0,False,False,False,False,False,True,False,False,,318.6267244126492,0.04148351548807364,0.10235824291214565,,,,
2016-05-11,443.86,0,0.0,False,False,False,False,False,True,False,False,,1446.7001720699993,0.04531002050176808,0.10541612220069395,,,,
2016-05-12,445.35,20,0.0,False,False,True,False,False,True,False,False,,1042.781677221772,0.04434505350509104,0.08135174581789607,,,,
2016-05-13,436.78,0,0.0,False,False,False,False,False,True,False,False,,-1215.6278222604656,0.04404438725615378,0.08001740006410561,,,,
2016-05-14,441.79,20,0.0,True,False,False,False,False,True,False,False,,3719.4667665405264,0.042408674621532694,0.07910998438171993,,,,
2016-05-15,434.55,0,0.0,False,False,False,False,False,True,False,False,,-768.8370237650731,0.04391151251600345,0.08555977447934647,,,,
2016-05-16,448.89,20,0.0,True,False,False,False,False,True,False,False,,652.0173714401727,0.044039220701505136,0.08282652765710978,,,,
2016-05-17,442.76,20,0.0,True,False,False,False,False,True,False,False,,2638.122267858968,0.04569453221175651,0.0839732586502846,,,,
2016-05-18,440.79,0,0.0,False,False,False,False,False,True,False,False,,-48651.09790446012,0.044843551037747974,0.0843485560017242,,,,
2016-05-19,448.84,40,970.299,True,False,True,False,False,True,False,False,,676.5606349770655,0.04372790418556344,0.0828357543890919,,,,
2016-05-20,438.69,0,0.0,False,False,False,False,False,True,False,False,,-1809.380339929475,0.044569191829314514,0.06558161799904257,,,,
2016-05-21,441.56,20,0.0,True,False,False,False,False,True,False,False,,16161.021396056869,0.04222638630679957,0.059538907509738115,,,,
2016-05-22,453.99,20,0.0,True,False,False,False,False,True,False,False,,457.7268368343283,0.04241932339434717,0.05790876451023142,,,,
2016-05-23,440.3,0,0.0,False,False,False,False,False,True,False,False,,-2866.6958643139483,0.04499096917059727,0.05126050420168066,,,,
2016-05-24,442.81,20,0.0,True,False,False,False,False,True,False,False,,6934.889973368835,0.04399239409930441,0.04390144757345136,,,,
2016-05-25,446.0,20,0.0,True,False,False,False,False,True,False,False,,1337.769293367997,0.04323246899495017,0.04358744394618833,,,,
2016-05-26,453.86,20,0.0,True,False,False,False,False,True,False,False,,490.10049917012697,0.04282973592119676,0.04283259154805446,,,,
2016-05-27,443.54,20,0.0,True,False,False,False,False,True,False,False,,15480.611403746696,0.04485070621550106,0.04382919240654732,,,,
2016-05-28,432.72,0,0.0,False,False,False,False,False,True,False,False,,-461.62104574555167,0.047113948487425616,0.04915418746533551,,,,
2016-05-29,438.1,0,0.0,False,False,False,False,False,True,False,False,,-1152.0620609497803,0.04803582372961563,0.04855055923305177,,,,
2016-05-30,441.58,0,0.0,False,False,False,False,False,True,False,False,,-8617.682742932911,0.046357629241632316,0.0481679423886951,,,,
2016-05-31,444.67,20,0.0,True,False,False,False,False,True,False,False,,1954.1574297869715,0.04543623440926658,0.04783322463849592,,,,
2016-06-01,448.64,20,0.0,True,False,False,False,False,True,False,False,,792.3921681911843,0.04314845097118775,0.04740995007132664,,,,
2016-06-02,443.44,20,0.0,True,False,False,False,False,True,False,False,,6821.037872984849,0.04339378713955144,0.047965902940645816,,,,
2016-06-03,446.39,20,0.0,True,False,False,False,False,True,False,False,,1289.9475238369816,0.04280738377381647,0.04764891686641722,,,,
2016-06-04,449.89,0,0.0,False,False,False,False,False,True,False,False,,680.0406333959778,0.0425968005760648,0.04727822356576048,,,,
2016-06-05,444.37,0,0.0,False,False,False,False,False,True,False,False,,5253.122441775164,0.04498991669508925,0.04757296847221906,,,,
2016-06-06,461.84,0,0.0,False,False,False,False,False,True,False,False,,315.4324885858674,0.04497045987839922,0.0630521392690108,,,,
2016-06-07,467.14,20,0.0,False,False,True,False,False,True,False,False,,264.06962865074786,0.0455521201158904,0.07368240784347296,,,,
2016-06-08,456.94,0,0.0,False,False,False,False,False,True,False,False,,522.0176163250912,0.04527318780242819,0.07532717643454274,,,,
2016-06-09,463.86,0,0.0,False,False,False,False,False,True,False,False,,346.26377448377673,0.044344151814238904,0.07420342344672953,,,,
2016-06-10,455.74,0,0.0,False,False,False,False,False,True,False,False,,730.9311150348242,0.045775350824590964,0.07552551893623548,,,,
2016-06-11,463.83,20,0.0,False,False,True,False,False,True,False,False,,387.8410428338746,0.04442384355758239,0.06260914559213497,,,,
2016-06-12,475.5,0,0.0,False,False,False,False,False,True,False,False,,256.03172155500386,0.043221638522619,0.07133543638275502,,,,
2016-06-13,468.65,0,0.0,False,False,False,False,False,True,False,False,,360.3371267026352,0.04434539307853399,0.06840926064227036,,,,
2016-06-14,478.62,0,0.0,False,False,False,False,False,True,False,False,,258.8815710649096,0.04364513602519661,0.07350298775646652,,,,
2016-06-15,483.52,0,0.0,False,False,False,False,False,True,False,False,,231.7136650568514,0.04378200562791536,0.08289212442091327,,,,
2016-06-16,492.44,20,0.0,False,False,True,False,False,True,False,False,,198.64531295977042,0.042243461088185545,0.0976159532125741,,,,
2016-06-17,512.11,0,0.0,False,False,False,False,False,True,False,False,,161.79935512611408,0.041645741528390824,0.13227626877038137,,,,
2016-06-18,510.62,0,0.0,False,False,False,False,False,True,False,False,,166.88441134621854,0.042122966620880345,0.1326622537307587,,,,
2016-06-19,503.94,0,0.0,False,False,False,False,False,True,False,False,,196.7368296514012,0.04428741230636882,0.11185855458983213,,,,
2016-06-20,495.98,0,0.0,False,False,False,False,False,True,False,False,,255.35449954491398,0.04551977632302707,0.11365377636195008,,,,
2016-06-21,488.88,0,0.0,False,False,False,False,False,True,False,False,,357.7406248231828,0.047136849619689676,0.11530436917034856,,,,
2016-06-22,489.11,0,0.0,False,False,False,False,False,True,False,False,,354.18511503593624,0.04508413525834979,0.11525014822841488,,,,
2016-06-23,493.42,0,0.0,False,False,False,False,False,True,False,False,,298.83226581707277,0.04419652891346536,0.11424344371934661,,,,
2016-06-24,497.14,0,0.0,False,False,False,False,False,True,False,False,,265.3609248843228,0.04178714631323557,0.09711550066379698,,,,
2016-06-25,506.36,0,0.0,False,False,False,False,False,True,False,False,,214.09526631295404,0.041101870625092414,0.08582826447586704,,,,
2016-06-26,507.5,0,0.0,False,False,False,False,False,True,False,False,,209.57200307605683,0.04027592705508561,0.08563546798029564,,,,
2016-06-27,523.27,20,0.0,False,False,True,False,False,True,False,False,,168.8870777187813,0.03855704494892384,0.08532879775259422,,,,
2016-06-28,521.55,20,0.0,False,False,True,False,False,True,False,False,,176.58862682569608,0.03769734224023227,0.07621512798389417,,,,
2016-06-29,550.97,0,0.0,False,False,False,False,False,True,False,False,,141.6241974136505,0.040582146680284745,0.11269216109770047,,,,
2016-06-30,558.96,0,0.0,False,False,False,False,False,True,False,False,,136.7211386737725,0.041645465256097344,0.1253756977243453,,,,
2016-07-01,550.5,0,0.0,False,False,False,False,False,True,False,False,,157.9343313575692,0.042490714983018846,0.12730245231607637,,,,
2016-07-02,539.81,0,0.0,False,False,False,False,False,True,False,False,,200.20477760448506,0.04369458060322474,0.12982345640132648,,,,
2016-07-03,546.1,0,0.0,False,False,False,False,False,True,False,False,,185.67462652059834,0.04135009681907391,0.12832814502838316,,,,
2016-07-04,544.75,0,0.0,False,False,False,False,False,True,False,False,,192.11346166093506,0.040703696629863166,0.1286461679669574,,,,
2016-07-05,553.62,0,0.0,False,False,False,False,False,True,False,False,,173.96447235593442,0.04202642911441751,0.12616957479859836,,,,
2016-07-06,559.96,0,0.0,False,False,False,False,False,True,False,False,,164.22405851647386,0.04084178613806723,0.11882991642260164,,,,
2016-07-07,560.27,0,0.0,False,False,False,False,False,True,False,False,,163.7817677056194,0.04027228776895039,0.11267781605297446,,,,
2016-07-08,551.9,0,0.0,False,False,False,False,False,True,False,False,,204.78956486943335,0.03957544206870136,0.09768073926435943,,,,
2016-07-09,536.28,0,0.0,False,False,False,False,False,True,False,False,,412.2178099569707,0.04396582864632437,0.09840008950548218,,,,
2016-07-10,532.57,0,0.0,False,False,False,False,False,True,False,False,,556.3610820331103,0.043439484765766645,0.0727040576825582,,,,
2016-07-11,542.75,0,0.0,False,False,False,False,False,True,False,False,,324.44362222482926,0.044428421823011974,0.07134039613081535,,,,
2016-07-12,546.16,0,0.0,False,False,False,False,False,True,False,False,,289.6723789128087,0.0434260286464611,0.05071773839167997,,,,
2016-07-13,533.65,0,0.0,False,False,False,False,False,True,False,False,,746.7115787758497,0.045766791700307265,0.05190668040850732,,,,
2016-07-14,536.56,0,0.0,False,False,False,False,False,True,False,False,,563.5110207706136,0.04478061687699641,0.051625167735201906,,,,
2016-07-15,541.77,0,0.0,False,False,False,False,False,True,False,False,,399.77579168906925,0.043580346600662824,0.05112870775421292,,,,
2016-07-16,533.28,0,0.0,False,False,False,False,False,True,False,False,,1051.8243459788307,0.04514471316487912,0.05194269426942682,,,,
2016-07-17,535.98,0,0.0,False,False,False,False,False,True,False,False,,710.6902202166809,0.04513122081785669,0.051681032874360856,,,,
2016-07-18,537.68,0,0.0,False,False,False,False,False,True,False,False,442.81335,591.296415118103,0.045618292949259884,0.051517631304865225,,,,
2016-07-19,526.46,0,0.0,False,False,False,False,False,True,False,False,443.29565,-1517.7057356256428,0.046954397402116384,0.06422140333548597,,,,
2016-07-20,531.28,20,0.0,True,False,False,False,False,True,False,False,443.77639999999997,2588.3897413891964,0.046410146483443826,0.06363875922300849,,,,
2016-07-21,538.31,40,960.59601,True,False,True,False,False,True,False,False,444.29395000000005,598.9970973243614,0.04381412915399417,0.047259014322602114,,,,
2016-07-22,551.04,40,950.9900499,True,False,True,False,False,True,False,False,444.84265,294.99315002517983,0.0440274740547129,0.04460656213704981,,,,
2016-07-23,563.76,20,0.0,True,False,False,False,False,True,False,False,445.3833,217.77947660093224,0.04243341783489642,0.0661629062012203,,,,
2016-07-24,549.35,0,0.0,False,False,False,False,False,True,False,False,445.85805,421.31782455960786,0.04509607813153411,0.06789842541185029,,,,
2016-07-25,540.15,0,0.0,False,False,False,False,False,True,False,False,446.29290000000003,1178.8270105022546,0.04546698625781958,0.06905489215958521,,,,
2016-07-26,546.79,0,0.0,False,False,False,False,False,True,False,False,446.68485,549.9853046834278,0.04375235519422398,0.06821631705042147,,,,
2016-07-27,553.5,20,0.0,False,False,True,False,False,True,False,False,447.0697,375.3299005784786,0.0437183577050518,0.06738934056007219,,,,
2016-07-28,560.31,0,0.0,False,False,False,False,False,True,False,False,447.5062,293.31953952109234,0.04285707183353861,0.06657029144580671,,,,
2016-07-29,604.61,0,0.0,False,False,False,False,False,True,False,False,448.13379999999995,162.63017279170563,0.044111339416867325,0.1292568763335042,,,,
2016-07-30,612.72,0,0.0,False,False,False,False,False,True,False,False,448.81935,155.26449796558023,0.04328031914167482,0.14078208643426032,,,,
2016-07-31,627.86,0,0.0,False,False,False,False,False,True,False,False,449.59799999999996,144.69651117585502,0.04309574505671545,0.1615009715541681,,,,
2016-08-01,641.1,0,0.0,False,False,False,False,False,True,False,False,450.4267,137.87546753211086,0.041531879179426176,0.17881765715177037,,,,
